Site_Name,Combined_Name_Year_Range,Combined_Name_Year_Lat_Lon,Lat,Lon,Date,Q,Q_2w,Q_1m,WaterTemp,DO,SpecCond.,Salinity,NTU,pH,NH4,NO3,OrgC,Total_OrgC,OrgN,PO4,TP,TDS,Microcystis_totbvL,Microcystis_CC,ToxinProdc_Microcystis_CC,Microcystin
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2016_38.04376_-121.6148,38.04376,-121.6148,10/20/2016,25.26341,9.59653,30.32628,17.6,8.6,999,0.47,5,7.7,0.06,0.36,1.9,1.7,0.2,0.08,0.08,554,2590000,5928,96,0
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2017_38.04376_-121.6148,38.04376,-121.6148,6/15/2017,12.48313,19.76189,43.50559,19.78,8.85,115,0.05,5,7.62,0.03,0.15,2.3,2.3,0.1,0.05,0.05,73,0,13,31,0
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2017_38.04376_-121.6148,38.04376,-121.6148,7/14/2017,-4.34688,18.68366,23.82294,23.78,8.76,117,0.05,6.3,8.01,0,0.01,2.6,2.7,0.1,0.05,0.07,68,0,26,73,0.270804097
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2017_38.04376_-121.6148,38.04376,-121.6148,8/14/2017,33.32891,16.70832,23.53711,23.33,7.8,244,0.1,5.6,7.74,0.03,0.18,2.2,2.2,0.1,0.07,0.07,135,0,19,28,0.268146205
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2017_38.04376_-121.6148,38.04376,-121.6148,9/12/2017,38.56158,28.42169,35.55329,23.7,7.93,181,0.08,3.3,7.56,0.04,0.24,2,2,0,0.07,0.08,98,1910000000,116,42,0.259819803
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2017_38.04376_-121.6148,38.04376,-121.6148,10/10/2017,37.48052,16.28948,28.28585,17.8,9.13,159,0.07,2.5,7.64,0.03,0.19,2,2,0.2,0.06,0.06,95,192000000,1620,202,0
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2018_38.04376_-121.6148,38.04376,-121.6148,7/19/2018,31.45828,6.15525,24.99456,23.04,8.64,375,0.17,2.3,8.03,0.02,0.21,2.3,2.3,0.1,0.07,0.07,197,1810000000,3600,96,2.22386744
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2018_38.04376_-121.6148,38.04376,-121.6148,8/3/2018,21.42027,31.45828,6.15525,22.66,8.18,423,0.19,1.2,7.63,0.024,0.153,2.2,2.2,0.1,0.07,0.07,228,905000000,18624,96,0.326313622
FT_DWR_Site_D19_EMP_Site,FT_DWR_Site_D19_EMP_Site_2016-2019,FT_DWR_Site_D19_EMP_Site_2018_38.04376_-121.6148,38.04376,-121.6148,9/14/2018,25.39642,9.88519,24.79363,20.55,8.71,994,0.47,1.4,8.02,0.03,0.18,2.2,2.2,0.13,0.068,0.078,565,149000000,4704,144,0
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,7/14/2014,-53.6568,29.8565,87.73,23.96,8.15,1148,0.55,9.2,8.23,0.02,0.28,2.3,2.3,0.5,0.08,0.1,509,48900000000,17600,15189,4.06
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,7/28/2014,52.9493,196.1473,124.3785,23.29,8.09,1321,0.64,11.7,7.85,0.03,0.28,2.4,2.7,0.4,0.08,0.11,741,16400000000,13900,10822,0.57
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,8/11/2014,59.5715,40.7237,236.1635,23.14,7.61,1266,0.61,13.8,8,0.02,0.28,2.3,2.4,0.2,0.08,0.11,710,37700000000,40000,30843,0
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,8/25/2014,204.2411,294.4898,114.1905,21.89,8.46,1325,0.64,12.2,8.01,0,0.26,2.8,3.1,0.1,0.07,0.11,729,2920000000,303000,222825,0.81
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,9/11/2014,-128.1424,51.9588,-24.0267,21.54,8.53,1415,0.69,13.7,7.89,0.02,0.25,2.1,2.2,0.1,0.08,0.1,799,4750000000,85800,43272,1.06
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,9/29/2014,-253.9642,-136.6607,-124.8879,21.23,8.29,2048,1.02,10.1,8.1,0.02,0.26,2.6,2.7,0.4,0.09,0.11,1140,1310000000,80500,8388,1.59
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,10/13/2014,-153.2445,-70.3255,-188.0252,20.78,8.59,2686,1.37,8.1,7.89,0.02,0.34,2.2,2.3,0.2,0.09,0.1,1501,14000000000,69600,24141,0.29
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,10/27/2014,-6.2826,-3.7356,-96.3049,18.92,8.54,2258,1.13,4.8,7.49,0.04,0.38,2.5,2.4,0.2,0.09,0.1,1270,598000000,31400,11712,0.29
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,11/10/2014,-129.5574,72.5046,-9.1409,17.44,8.45,1839,0.91,5,7.53,0.05,0.48,2.2,2.3,0.2,0.08,0.09,1021,765000000,19600,4656,0
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,11/24/2014,28.6396,-79.1268,-11.7445,14.32,8.94,1394,0.68,8,7.71,0.1,0.56,2.4,2.4,0,0.08,0.08,773,28400000,11000,559,0.9
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2014_38.0517_-121.6953,38.0517,-121.6953,12/10/2014,-129.3876,22.5268,-129.5574,14.12,8.1,1722,0.85,13.1,7.46,0.14,0.65,2.9,3,0.3,0.07,0.09,954,48200000,5280,518,0
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2015_38.0517_-121.6953,38.0517,-121.6953,8/14/2015,209.1653,193.2041,179.1107,22.7,8.53,1741,0.86,11.7,7.94,0.03,0.32,2.5,2.6,0.22,0.07,0.11,971,2020000000,498,593,1.065906638
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2015_38.0517_-121.6953,38.0517,-121.6953,8/27/2015,240.0123,227.9282,162.5835,22.39,8.85,1326,0.64,11.9,8.01,0.017,0.299,2.4,2.5,0.14,0.075,0.09,757,829000000,12882,288,0
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2015_38.0517_-121.6953,38.0517,-121.6953,9/16/2015,137.255,-130.4913,-280.0568,21.52,8.87,3036,1.56,8.3,8.01,0.02,0.38,2.2,2.2,0.22,0.09,0.11,1782,361000000,10279,683,0.251444836
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2015_38.0517_-121.6953,38.0517,-121.6953,9/28/2015,60.1658,20.2628,252.8605,21.64,10.1,2716,1.38,10,7.68,0.04,0.37,2.2,2.3,0.26,0.09,0.12,1515,161000000,19783,34,0
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2015_38.0517_-121.6953,38.0517,-121.6953,10/14/2015,-64.1278,24.6776,-52.1852,21.12,8.22,2233,1.12,10.9,7.72,0.03,0.37,2.1,2.2,0.19,0.09,0.12,1274,271000000,2858,1983,0
JP_DWR_Site,JP_DWR_Site_2014-2015,JP_DWR_Site_2015_38.0517_-121.6953,38.0517,-121.6953,11/17/2015,-19.5553,-55.4397,-51.7607,13.78,9.6,2546,1.29,11.2,7.79,0.07,0.48,2.2,2.3,0.2,0.07,0.12,1419,22600000,2446,19,0
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2016_38.04226_-121.4199,38.04226,-121.4199,6/10/2016,-1.65272,-1.16879,0.06792,23.57,7.16,269,0.12,2.9,7.57,0.03,0.12,3.9,3.9,0.3,0.12,0.14,144,101000000,20718,17167,0
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2016_38.04226_-121.4199,38.04226,-121.4199,7/12/2016,-0.01698,-1.20841,-0.07358,24.62,9.75,202,0.09,9.2,8.4,0.02,0.01,4,3.9,0.4,0.04,0.12,114,221000000,418444,10613,0
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2016_38.04226_-121.4199,38.04226,-121.4199,8/9/2016,-1.80554,-2.25268,-1.35557,25.23,8.08,180,0.08,3.4,7.63,0.02,0.04,3.1,3.3,0.1,0.04,0.08,105,35900000,113676,3576,0
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2016_38.04226_-121.4199,38.04226,-121.4199,9/9/2016,-2.264,-2.47625,-1.68385,23.7,8.1,196,0.08,7.6,7.6,0.01,0.07,3.2,2.8,0.3,0.07,0.09,111,4270000,4626,1316,0
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2016_38.04226_-121.4199,38.04226,-121.4199,10/21/2016,0.49242,0.05094,-0.41884,18.1,7.8,204,0.09,1.7,7.4,0.03,0.2,2.9,3,0.3,0.08,0.08,114,3790000,11424,1344,0
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2017_38.04226_-121.4199,38.04226,-121.4199,6/16/2017,6.05903,11.41056,14.49809,22.27,7.81,162,0.07,3.8,7.44,0.02,0.08,3.5,3.6,0.2,0.11,0.11,89,0,11,16,0.290296931
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2017_38.04226_-121.4199,38.04226,-121.4199,11/14/2017,4.74025,5.18173,4.97797,15.4,8.31,275,0.12,4,7.27,0.06,0.6,2.9,3,0.3,0.07,0.08,152,0,0,16,0
MD10A_EMP_Site,MD10A_EMP_Site_2016-2019,MD10A_EMP_Site_2018_38.04226_-121.4199,38.04226,-121.4199,7/9/2018,1.34425,1.06974,1.67536,25.89,7.65,191,0.08,3.6,7.64,0.06,0.14,3.2,3.3,0.2,0.07,0.07,106,222000000,2095,97,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,7/14/2014,-56.6,-51.5626,-25.9511,24.78,8.32,471,0.21,2,8.39,0.02,0.07,3.2,3.4,0.3,0.08,0.12,266,7.36E+11,1645390,1428211,11.34
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,7/28/2014,-41.4029,-25.2436,-34.3562,25.8,8.48,475,0.21,0.5,8.22,0.01,0.06,3.6,3.7,0.3,0.09,0.12,270,3150000000,85200,23227,1.01
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,8/11/2014,-76.6647,-50.8268,-43.7518,25.22,8.89,426,0.19,-0.8,8.15,0,0.08,3.2,3.3,0.5,0.09,0.12,238,1930000000,87400,11625,0.63
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,8/25/2014,-34.1015,-54.8171,-42.9028,23.76,8.96,425,0.19,-0.1,8.18,0,0.04,3.4,3.6,0.2,0.07,0.11,240,4050000000,164000,55888,0.93
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,9/11/2014,-68.3445,-51.1381,-70.6651,23.95,9.7,421,0.19,1,8.22,0.01,0.06,3.2,2.9,0.2,0.08,0.1,234,6070000000,180000,97763,0.95
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,9/29/2014,-89.2582,-97.7482,-62.26,22.41,8.52,438,0.2,1,7.93,0.02,0.13,2.9,3.1,0.3,0.09,0.1,243,1930000000,56000,7604,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,10/13/2014,-41.601,-81.8153,-80.8248,22.18,8.19,505,0.23,-0.1,8.33,0.02,0.18,2.7,2.8,0.2,0.08,0.1,289,1170000000,25000,1632,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,10/27/2014,-15.8197,-29.7999,-82.3247,18.85,8.47,578,0.26,-0.5,7.74,0.02,0.21,3.3,3.4,0.3,0.09,0.1,318,488000000,22000,9264,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,11/24/2014,-66.222,-46.9497,-31.1017,14.52,9.49,573,0.26,-0.6,7.76,0.05,0.55,3.2,3.1,0.1,0.08,0.08,318.5,595000,244,693,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2014_37.9952_-121.5222,37.9952,-121.5222,12/10/2014,-143.4527,-70.2406,-52.1852,13.94,8.18,457,0.21,0.1,7.54,0.09,0.77,3.2,3.3,0.6,0.07,0.08,253,3170000,240,288,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2015_37.9952_-121.5222,37.9952,-121.5222,8/14/2015,-18.4799,3.113,-21.791,24.56,9.02,615,0.28,0.9,8.07,0.01,0.11,3.3,3.4,0.28,0.06,0.1,341,228000000,15150,311,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2015_37.9952_-121.5222,37.9952,-121.5222,8/27/2015,-14.1217,-3.0281,-7.5561,24.16,9.48,620,0.28,0.5,8.2,0,0.0995,3.3,3.3,0.21,0.057,0.08,343,285000000,5674,2035,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2015_37.9952_-121.5222,37.9952,-121.5222,9/16/2015,-38.1767,-80.655,-41.318,22.76,9.24,558,0.25,0.2,7.92,0,0.15,2.8,3.1,0.26,0.05,0.09,316,305000000,39679,2725,0.391960691
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2015_37.9952_-121.5222,37.9952,-121.5222,9/28/2015,-30.5074,-55.8359,3.0564,22.89,8.07,555,0.25,0.5,7.64,0.02,0.22,2.9,2.9,0.26,0.08,0.11,307,23700000,20908,1168,0.303027712
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2015_37.9952_-121.5222,37.9952,-121.5222,10/14/2015,-50.9683,-88.6639,-77.2873,21.81,8.33,56.7,0.02,0.2,7.18,0.01,0.23,3,3.1,0.23,0.08,0.11,315,34300000,12958,596,0.258517261
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2015_37.9952_-121.5222,37.9952,-121.5222,10/27/2015,-37.3277,-38.4314,-12.6218,20.08,7.73,609,0.28,1.4,7.69,0.02,0.28,2.9,2.9,0.22,0.08,0.1,342,93200000,5903,30,0
MI_DWR_Site,MI_DWR_Site_2014-2015,MI_DWR_Site_2015_37.9952_-121.5222,37.9952,-121.5222,11/17/2015,-47.4591,-29.715,-35.1203,13.33,10.43,575,0.26,2.4,8,0.03,0.45,3.5,3.3,0.35,0.08,0.12,324,11900000,2469,119,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,7/14/2014,-44.5442,-52.5248,-31.1583,24.63,7.16,677,0.31,5.8,7.73,0,0.05,3.4,3.4,0.4,0.1,0.14,370,54400000000,62700,19986,1.9
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,7/28/2014,-66.4767,-70.9198,-61.694,25.2,7.42,688,0.32,4.6,7.78,0.02,0.04,3.4,3.5,0.3,0.09,0.11,381,7340000000,112000,22956,1.27
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,8/11/2014,-90.5883,-71.9103,-60.7035,25.09,6.85,622,0.29,3.7,7.97,0.02,0.05,3.3,3.6,0.3,0.1,0.12,348,3950000000,92300,13146,0.48
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,8/25/2014,-49.9212,-80.0324,-64.4957,24.11,7.57,623,0.29,4.8,7.9,0,0.02,3.5,3.6,0.2,0.08,0.11,349,5250000000,96300,34539,0.78
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,9/11/2014,-99.8424,-64.807,-118.294,22.8,8.32,668,0.31,5.8,8.14,0.01,0,2.8,3.1,0.2,0.09,0.1,372,2160000000,169000,114182,1.27
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,10/13/2014,-20.5741,-117.3035,-111.8133,21.63,7.71,726,0.34,3.6,7.76,0.02,0.06,2.8,3,0.2,0.08,0.09,408,433000000,46000,5506,0.3
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,10/27/2014,-8.7447,-44.2612,-121.0957,18.91,8.33,813,0.38,1.3,7.64,0,0.08,3.2,3.4,0.2,0.08,0.09,452,150000000,17600,1920,0.3
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2014_37.9706_-121.5725,37.9706,-121.5725,11/10/2014,-54.0813,-29.6018,-51.6475,17.42,8.53,795,0.37,0.7,7.54,0,0.19,3.1,3.2,0.2,0.08,0.08,447,175000000,22700,855,0.65
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2015_37.9706_-121.5725,37.9706,-121.5725,9/16/2015,-78.0797,-162.725,-40.2992,22.72,7.77,670,0.31,3.8,7.76,0,0.14,2.9,3.1,0.25,0.06,0.1,371,60600000,18423,1708,0.361640626
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2015_37.9706_-121.5725,37.9706,-121.5725,9/28/2015,-38.0918,-94.6352,-112.7189,22.81,7.25,664,0.31,3.1,7.64,0.01,0.11,3,3.1,0.23,0.06,0.1,368,39600000,9918,576,0.301130009
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2014-2015,OR_DWR_Site_D28A_EMP_Site_2015_37.9706_-121.5725,37.9706,-121.5725,10/14/2015,-74.8535,-54.5907,-94.7767,22.12,7.47,722,0.33,2.4,7.68,0.01,0.12,2.9,3,0.2,0.08,0.11,407,165000000,3732,369,0.294009939
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2016_37.97048_-121.573,37.97048,-121.573,6/9/2016,-151.2352,-94.3522,-90.3619,22.26,7.36,237,0.1,8.1,7.57,0.04,0.16,2.9,3,0.2,0.05,0.1,128,24300000,11040,9893,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2016_37.97048_-121.573,37.97048,-121.573,7/11/2016,-241.9084,-197.7321,-149.0278,23.09,8.36,377,0.17,5.1,7.86,0,0.06,2.2,2.2,0.3,0.04,0.06,209,2510000000,62388,39284,1.59
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2016_37.97048_-121.573,37.97048,-121.573,8/8/2016,-246.2383,-230.3903,-244.4837,23.36,8.49,423,0.19,2.5,8.07,0.02,0.07,2.2,2.2,0.1,0.05,0.07,225,238000000,13230,2199,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2016_37.97048_-121.573,37.97048,-121.573,9/6/2016,-332.9212,-307.904,-243.3234,22,8.9,613,0.28,4.2,8.4,0.01,0.07,2.7,2.2,0.2,0.06,0.08,338,180000000,126211,82406,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2016_37.97048_-121.573,37.97048,-121.573,10/20/2016,-148.5184,-221.6739,-287.6695,17.8,8.8,821,0.38,1.7,7.8,0.03,0.22,2.3,2,0.2,0.08,0.08,446,8070000,2292,648,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2016_37.97048_-121.573,37.97048,-121.573,11/3/2016,-232.343,-138.2455,-184.516,17.24,8.33,722,0.33,1.4,7.42,0.06,0.39,2.2,2.4,0.2,0.08,0.09,395,8080000,1068,288,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2017_37.97048_-121.573,37.97048,-121.573,6/15/2017,-145.3488,94.5786,123.2748,21.38,8.75,136,0.06,4.3,7.76,0.02,0.11,2.9,3,0,0.07,0.08,80,0,20,20,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2017_37.97048_-121.573,37.97048,-121.573,7/14/2017,-234.4372,-63.9863,-143.0282,24.72,7.34,120,0.05,5.2,7.53,0.05,15.2,3,3,0,0.09,0.1,63,0,112,17,0.30474534
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2017_37.97048_-121.573,37.97048,-121.573,9/12/2017,-264.1522,-258.7469,-296.8953,24.8,8.02,172,0.07,1.5,7.77,0.03,0.14,2.4,2.4,0,0.07,0.07,96,1010000000,115460,112671,1.010949215
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2017_37.97048_-121.573,37.97048,-121.573,10/10/2017,-88.7205,-193.3456,-239.2199,18.17,8.77,156,0.06,1.8,7.68,0.02,0.08,2.4,2.4,0.2,0.05,0.05,90,30400000,4527,892,0
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2018_37.97048_-121.573,37.97048,-121.573,7/19/2018,-212.3066,-130.0668,-93.9277,24.12,8.44,258,0.11,2.5,8.3,0.02,0.07,2.7,2.7,0.1,0.07,0.07,142,2400000000,17319,1303,1.277968756
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2018_37.97048_-121.573,37.97048,-121.573,8/3/2018,-234.8334,-212.3066,-130.0668,23.94,8.54,311,0.14,0.7,8.33,0.023,0.055,2.4,2.4,0.11,0.07,0.07,168,741000000,4359,245,0.295462788
OR_DWR_Site_D28A_EMP_Site,OR_DWR_Site_D28A_EMP_Site_2016-2019,OR_DWR_Site_D28A_EMP_Site_2018_37.97048_-121.573,37.97048,-121.573,10/15/2018,-196.8548,-260.3317,-296.1029,17.98,9.08,759,0.35,0.1,8.07,0.027,0.14,2.3,2.3,0.1,0.065,0.07,415,335000000,15380,2057,0
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2014_37.9633_-121.3663,37.9633,-121.3663,8/25/2014,7.075,1.7829,-16.8668,25.97,7.29,1408,0.68,1.8,7.85,0.04,1.3,5.4,5.6,0.5,0.41,0.52,785,3520000000,304000,14706,0.64
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2014_37.9633_-121.3663,37.9633,-121.3663,9/11/2014,-16.7819,-7.6976,-16.697,25.7,8.43,1421,0.69,3.1,7.75,0.07,1.69,4.8,5.1,0.5,0.53,0.58,800,2480000000,354000,33933,0.63
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2014_37.9633_-121.3663,37.9633,-121.3663,9/29/2014,-16.4989,-8.0938,-19.4987,24.17,8.51,1590,0.78,2.6,7.58,0.12,2.17,5,5.4,0.7,0.53,0.62,918,316000000,42900,13536,0.32
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2014_37.9633_-121.3663,37.9633,-121.3663,10/13/2014,-12.3388,-9.056,-17.8007,22.8,7.86,1596,0.78,4.4,7.92,0.11,2.39,4.5,4.5,0.5,0.47,0.47,904,833000000,15200,12096,0
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2014_37.9633_-121.3663,37.9633,-121.3663,10/27/2014,2.0659,-22.8098,-20.7439,19.97,7.3,1366,0.66,6.1,7.45,0.14,2.93,4.1,4.2,0.6,0.42,1.9,760,8170000,6100,95,0
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2015_37.9633_-121.3663,37.9633,-121.3663,8/27/2015,2.9149,2.0376,-4.1884,26.61,7.46,1634,0.8,2.6,7.78,0.083,1.88,5.2,5.3,0.56,0.46,0.75,918,277000000,29495,324,0
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2015_37.9633_-121.3663,37.9633,-121.3663,9/16/2015,12.7633,-18.2818,-6.4524,24.41,10.05,1501,0.73,6.6,7.67,0.19,2.16,5.3,5.3,0.66,0.42,0.68,843,81600000,2614,294,0
RR_DWR_Site_P8_EMP_Site,RR_DWR_Site_P8_EMP_Site_2014-2015,RR_DWR_Site_P8_EMP_Site_2015_37.9633_-121.3663,37.9633,-121.3663,9/28/2015,2.4904,2.547,-14.5179,23.81,7.39,1272,0.61,5.7,7.59,0.11,2.38,5.1,4.5,0.57,0.42,0.82,705,5070000,3328,12,0
